ID,Author,Title,Place,Publisher,begin,end,Form,"Link (Trove, Digitised Pamphlet etc.)",Word Count,Place,PlaceNoState,Latitiude,Longitude
153,Unknown,THE WINDSOR MURDER.,"Alexandra, VIC","Alexandra and Yea Standard, Gobur, Thornton and Acheron Express",18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/57502379,750,"Alexandra, VIC",Alexandra,-37.19136496,145.7118322
152,Unknown,[BY TELEGRAPH.],"Sydney, NSW",The Sydney Morning Herald,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13869807,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
151,Unknown,Windsor Murder.,"Brisbane, QLD",The Week,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/182846236,475,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
150,Unknown,THE SUPPOSED MURDERER AND HIS VICTIMS.,"Sydney, NSW",The Daily Telegraph,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/236051285,2828,"Sydney, NSW",Sydney,-33.87041555,151.2408677
149,Unknown,WILLIAMS SAID TO BE JACK THE RIPPER,"Colac, VIC",The Colac Herald,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/90332635,6590,"Colac, VIC",Colac,-38.34300256,143.5867159
148,Unknown,TELEGRAMS.,"Goulburn, NSW",Goulburn Herald,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/103160369,400,"Goulburn, NSW",Goulburn,-34.75275544,149.7194113
147,Unknown,THE IDENTIFICATION WITH DEEMING.,"Echuca, VIC",The Riverine Herald,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/114696899,688,"Echuca, VIC",Echuca,-36.13173993,144.7541626
146,Unknown,THE WINDSOR MURDER.,"Albury, NSW",The Albury Banner and Wodonga Express,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/254487230,339,"Albury, NSW",Albury,-36.07407728,146.9135071
145,Unknown,THE WINDSOR TRAGEDY.,"Adelaide, SA",Evening Journal,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/204474325,1973,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
144,Unknown,Further Identification.,"Adelaide, SA",The Express and Telegraph,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/28325584,377,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
143,Unknown,[From Melbourne papers.] SOUTH AUSTRALIA.,"Hobart, TAS",The Mercury,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12738441,186,"Hobart, TAS",Hobart,-42.88049268,147.3193518
142,Unknown,The Argus.,"Melbourne, VIC",The Argus,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8407074,5529,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
141,Unknown,Williams's Australian Career.,"Adelaide, SA",The Advertiser,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24816292,1215,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
140,Unknown,THE WINDSOR TRAGEDY.,"Sydney, NSW",The Sydney Morning Herald,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13869810,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
139,Unknown,DEEMING'S CONNECTION WITH THE CASE EXPLAINED.,"Adelaide, SA",Evening Journal,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/204474327,1579,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
138,Unknown,WINDSOR MURDER.,"Sydney, NSW",The Australian Star,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/229576574,1713,"Sydney, NSW",Sydney,-33.87041555,151.2408677
137,Unknown,WINDSOR MURDER.,"Sydney, NSW",The Australian Star,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/229576544,1620,"Sydney, NSW",Sydney,-33.87041555,151.2408677
136,Unknown,The Aliases of Williams.,"Adelaide, SA",The Express and Telegraph,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/28325592,101,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
135,Unknown,EUROPEAN TELEGRAMS.,"Hobart, TAS",The Mercury,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12738448,N/A,"Hobart, TAS",Hobart,-42.88049268,147.3193518
134,Unknown,THE WINDSOR MURDER.,"Castlemaine, VIC",Mount Alexander Mail,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200517681,996,"Castlemaine, VIC",Castlemaine,-37.06497164,144.2183674
133,Unknown,THE WINDSOR MURDER.,"Boorowa, NSW",The Burrowa News,18/03/1892,19/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/101422603,1507,"Boorowa, NSW",Boorowa,-34.43933628,148.7206229
1123,Unknown,ARRANGEMENTS FOR THE TRIAL,"Hobart, TAS",The Mercury,18/04/1892,19/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12739992,202,"Hobart, TAS",Hobart,-42.88049268,147.3193518
1122,Unknown,INTERCOLONIAL,"Brisbane, QLD",The Brisbane Courier,18/04/1892,19/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3540541,N/A,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
1121,Unknown,TELEGRAMS FOREIGN,"Perth, WA",The West Australian,18/04/1892,19/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3034595,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
1120,Unknown,THE RAINHILL MURDER,"Hobart, TAS",The Mercury,18/04/1892,19/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12739983,N/A,"Hobart, TAS",Hobart,-42.88049268,147.3193518
1119,Unknown,THE WINDSOR TRAGEDY,"Sydney, NSW",The Sydney Morning Herald,18/04/1892,19/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13852521,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
1118,Unknown,THE WINDSOR AND RAINHILL MURDERS.,"Sydney, NSW",The Sydney Morning Herald,18/04/1892,19/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13852537,2232,"Sydney, NSW",Sydney,-33.87041555,151.2408677
1117,Unknown,THE WINDSOR MURDERER.,"Melbourne, VIC",The Argus,18/04/1892,19/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8412697,N/A,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
1116,Unknown,THE WINDSOR MURDER.,"Hobart, TAS",The Mercury,18/04/1892,19/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12739990,N/A,"Hobart, TAS",Hobart,-42.88049268,147.3193518
176,Unknown,Deeming as the Whitechapel Fiend,"Adelaide, SA",South Australian Register,18/05/1892,19/05/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/48227525,,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
258,Unknown,WILLIAMS'S IDENTITY WITH DEEMING ESTABLISHED.,"Melbourne, VIC",Leader,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/197979844,95,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
257,Unknown,(FROM OUR OWN CORRESPONDENT.),"Toowoomba, QLD",Darling Downs Gazette,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/170730578,273,"Toowoomba, QLD",Toowoomba,-27.54724155,151.9533803
256,Unknown,Windsor Murder.,"Brisbane, QLD",The Telegraph,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/174036490,2762,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
255,Unknown,The Deeming Family at Birkenhead.,"Adelaide, SA",The Advertiser,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24816414,247,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
254,Unknown,LATER DETAILS FROM ENGLAND.,"Mt Gambier, SA",Border Watch,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/77530025,422,"Mt Gambier, SA",Mt Gambier,-37.8284973,140.7799733
253,Unknown,FAMILY HISTORY.,"Launceston, TAS",Launceston Examiner,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/39460495,1049,"Launceston, TAS",Launceston,-41.43860847,147.1365488
252,Unknown,The Windsor Murder.,"Brisbane, QLD",The Queenslander,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19822261,572,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
251,Unknown,THE WINDSOR TRAGEDY.,"Adelaide, SA",Adelaide Observer,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/160733472,908,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
250,Unknown,NEW REVELATIONS.,"Melbourne, VIC",The Australasian,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/138624919,1528,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
249,Unknown,THE IDENTITY OF THE RAINHILL VICTIMS.,"Castlemaine, VIC",Mount Alexander Mail,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200518732,417,"Castlemaine, VIC",Castlemaine,-37.06497164,144.2183674
248,Unknown,Very Latest Messages.,"Warwick, QLD",Warwick Examiner and Times,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/82217322,189,"Warwick, QLD",Warwick,-28.21486955,152.035176
247,Unknown,THE WINDSOR TRAGEDY.,"Sydney, NSW",The Sydney Morning Herald,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13856049,807,"Sydney, NSW",Sydney,-33.87041555,151.2408677
246,Unknown,A Portion of the Murderer's Career in England.,"Toowoomba, QLD",Toowoomba Chronicle and Darling Downs General Advertiser,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/220599546,1354,"Toowoomba, QLD",Toowoomba,-27.54724155,151.9533803
245,Unknown,"WILLIAMS IN WEST AUSTRALIA. PERTH, WEDNESDAY.","Wagga Wagga, NSW",Wagga Wagga Advertiser,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/101859403,561,"Wagga Wagga, NSW",Wagga Wagga,-35.1642806,147.375935
244,Unknown,DEEMING AT ROCKHAMPTON.,"Bendigo, VIC",Bendigo Advertiser,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/89016118,695,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
243,Unknown,TRACKING THE MURDERER.,"Sydney, NSW",Evening News,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/113760174,807,"Sydney, NSW",Sydney,-33.87041555,151.2408677
242,Unknown,MORE MURDERS.,"Cairns, QLD",Cairns Post,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/39440853,241,"Cairns, QLD",Cairns,-16.88865979,145.7692671
241,Unknown,THE WINDSOR TRAGEDY.,"Sydney, NSW",The Sydney Mail and New South Wales Advertiser,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/162184845,5313,"Sydney, NSW",Sydney,-33.87041555,151.2408677
240,Unknown,MORE ABOUT WILLIAMS.,"Hobart, TAS",Tasmanian News,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/176577613,583,"Hobart, TAS",Hobart,-42.88049268,147.3193518
239,Unknown,"""WILLIAMS"" IN SYDNEY.","Sydney, NSW",Evening News,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/113760179,432,"Sydney, NSW",Sydney,-33.87041555,151.2408677
238,Unknown,No Title,"Goulburn, NSW",Goulburn Evening Penny Post,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/98481893,1466,"Goulburn, NSW",Goulburn,-34.75275544,149.7194113
237,Unknown,WILLIAMS IN QUEENSLAND.,"Sydney, NSW",Australian Town and Country Journal,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/71235386,853,"Sydney, NSW",Sydney,-33.87041555,151.2408677
236,Unknown,HIS QUEENSLAND RECORD.,"Brisbane, QLD",The Queenslander,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19822377,1253,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
235,Unknown,FURTHER PARTICULARS.,"Launceston, TAS",The Tasmanian,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200299510,2630,"Launceston, TAS",Launceston,-41.43860847,147.1365488
234,Unknown,Williams's Australian Career.,"Adelaide, SA",South Australian Chronicle,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/91550305,1219,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
233,Unknown,A VISIT TO NEW ZEALAND.,"Mt Gambier, SA",Border Watch,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/77530022,307,"Mt Gambier, SA",Mt Gambier,-37.8284973,140.7799733
232,Unknown,THE WINDSOR MURDERER.,"Brisbane, QLD",The Brisbane Courier,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3539129,1242,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
231,Unknown,VICTORIA.,"Rockhampton, QLD",The Daily Northern Argus,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/213406142,76,"Rockhampton, QLD",Rockhampton,-23.38511928,150.5143052
230,Unknown,THE WINDSOR MURDER.,"Melbourne, VIC",Advocate,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/169278774,2185,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
229,Unknown,The Windsor (Vic.) Tragedy.,"Lismore, NSW",Northern Star,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/71738283,1327,"Lismore, NSW",Lismore,-28.80707602,153.2861406
228,Unknown,(BY SUBMARINE CABLE.),"Launceston, TAS",The Tasmanian,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200299384,3114,"Launceston, TAS",Launceston,-41.43860847,147.1365488
227,Unknown,THE ALIASES OF WILLIAMS.,"Adelaide, SA",Adelaide Observer,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/160733293,91,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
226,Unknown,BY TELEGRAPH.,"Hay, NSW","The Hay Standard and Advertiser for Balranald, Wentworth, Maude…",19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/144693605,376,"Hay, NSW",Hay,-34.49806862,144.8347941
225,Unknown,"The Border Watch, PUBLISHED EVERY WEDNESDAY AND SATURDAY MORNING.","Mt Gambier, SA",Border Watch,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/77530026,2265,"Mt Gambier, SA",Mt Gambier,-37.8284973,140.7799733
224,Unknown,THE METHOD OF THE MURDER,"Sydney, NSW",Evening News,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/113760198,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
223,Unknown,A SYDNEY WOMAN PRODUCES WILLIAMS' PHOTOGRAPH.,"Perth, WA",The Inquirer and Commercial News,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/69701197,158,"Perth, WA",Perth,-31.80289259,115.9542027
222,Unknown,WILLIAMS'S MOVEMENTS IN SYDNEY.,"Sydney, NSW",The Sydney Morning Herald,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13856047,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
221,Unknown,ARRIVAL OF WILLIAMS AT PERTH.,"Sydney, NSW",The Sydney Morning Herald,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/13856050,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
220,Unknown,THE WINDSOR TRAGEDY.,"Adelaide, SA",Adelaide Observer,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/160733457,4460,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
219,Unknown,THE ALIASES OF WILLIAMS.,"Melbourne, VIC",The Australasian,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/138624914,99,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
218,Unknown,Further Identification.,"Adelaide, SA",South Australian Chronicle,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/91550317,189,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
217,Unknown,THE WINDSOR MURDER.,"Perth, WA",Western Mail,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/33073896,286,"Perth, WA",Perth,-31.80289259,115.9542027
216,Unknown,The Windsor Tragedy.,"Maitland, NSW",The Maitland Mercury and Hunter River General Advertiser,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19007753,1130,"Maitland, NSW",Maitland,-32.73155209,151.5509751
215,Unknown,THE WINDSOR MURDER.,"Perth, WA",The West Australian,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3033380,4089,"Perth, WA",Perth,-31.80289259,115.9542027
214,Unknown,DEEMING AT ROCKHAMPTON.,"Melbourne, VIC",The Australasian,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/138624888,687,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
213,Unknown,"[RECEIVED March 18, 2.5 p.m.]","Adelaide, SA",South Australian Register,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/48214626,520,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
212,Unknown,THE WINDSOR TRAGEDY.,"Adelaide, SA",Evening Journal,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/204474448,618,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
211,Unknown,WINDSOR TRAGEDY.,"Launceston, TAS",Launceston Examiner,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/39460494,166,"Launceston, TAS",Launceston,-41.43860847,147.1365488
210,Unknown,THE WINDSOR TRAGEDY.,"Wagga Wagga, NSW",Wagga Wagga Express,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/145533842,763,"Wagga Wagga, NSW",Wagga Wagga,-35.1642806,147.375935
209,Unknown,THE DEEMING FAMILY.,"Melbourne, VIC",The Australasian,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/138624908,291,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
28,Unknown,LATEST CABLEGRAMS.,"Maitland, NSW",The Maitland Mercury and Hunter River General Advertiser,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19007751,264,"Maitland, NSW",Maitland,-32.73155209,151.5509751
27,Unknown,A VISIT TO NEW ZEALAND.,"Adelaide, SA",Adelaide Observer,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/160733465,725,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
206,Unknown,THE WINDSOR TRAGEDY.,"Sydney, NSW",Evening News,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/113760191,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
205,Unknown,CABLEGRAMS.,"Rockhampton, QLD",Morning Bulletin,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/52429022,1119,"Rockhampton, QLD",Rockhampton,-23.38511928,150.5143052
204,Unknown,The West Austalian.,"Perth, WA",The West Australian,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3033388,N/A,"Perth, WA",Perth,-31.80289259,115.9542027
203,Unknown,DEEMING'S CONNECTION WITH THE CASE EXPLAINED.,"Adelaide, SA",Adelaide Observer,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/160733464,1578,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
202,Unknown,THE WINDSOR MURDER.,"Rockhampton, QLD",The Capricornian,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/66320374,2930,"Rockhampton, QLD",Rockhampton,-23.38511928,150.5143052
201,Unknown,THE WINDSOR MURDERER.,"Melbourne, VIC",Weekly Times,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/220478467,4272,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
200,Unknown,THE WINDSOR MURDER.,"Singleton, NSW",Singleton Argus,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/82447376,317,"Singleton, NSW",Singleton,-32.56359707,151.168293
199,Unknown,THE WINDSOR MURDERER.,"Melbourne, VIC",The Argus,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/8407563,3952,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
198,Unknown,THE ATROCITIES AT WINDSOR AND RAIN HILL.,"Melbourne, VIC",The Herald,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/242862682,988,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
197,Unknown,A SHOCKING DISCOVERY.,"Sydney, NSW",Evening News,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/113760172,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
196,Unknown,The Deeming Family at Birkenhead.,"Adelaide, SA",South Australian Chronicle,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/91550299,252,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
195,Unknown, A REMARKABLE NARRATIVE.,"Wagga Wagga, NSW",Wagga Wagga Advertiser,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/101859404,601,"Wagga Wagga, NSW",Wagga Wagga,-35.1642806,147.375935
194,Unknown,THE WINDSOR MURDER,"Adelaide, SA",The Advertiser,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/24816412,840,"Adelaide, SA",Adelaide,-34.93097859,138.6002854
193,Unknown,THE WINDSOR MURDERER.,"Brisbane, QLD",The Brisbane Courier,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/3539149,N/A,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
192,Unknown,THE CAREER OF ACCUSED.,"Hobart, TAS",The Mercury,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/12738510,613,"Hobart, TAS",Hobart,-42.88049268,147.3193518
191,Unknown,Cable Messages,"Zeehan, TAS",Zeehan and Dundas Herald,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/84676325,1083,"Zeehan, TAS",Zeehan,-41.8792752,145.3300468
190,Unknown,The Windsor Murder.,"Brisbane, QLD",The Queenslander,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/19822365,1756,"Brisbane, QLD",Brisbane,-27.44979033,153.0554909
189,Unknown,CABLE MESSAGES.,"Melbourne, VIC",The Age,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/197007802,105,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
188,Unknown,The WINDSOR TRAGEDY.,"Cootamundra, NSW",Cootamundra Herald,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/138366913,2441,"Cootamundra, NSW",Cootamundra,-34.64196459,148.0219194
187,Unknown,THE MOVEMENTS OF WILLIAMS AT RAINHILL.,"Bendigo, VIC",The Bendigo Independent,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/174510249,3447,"Bendigo, VIC",Bendigo,-36.75951599,144.2790369
186,Unknown,(OUR SPECIAL MESSAGE.),"Maryborough, QLD","Maryborough Chronicle, Wide Bay and Burnett Advertiser",19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/146884584,445,"Maryborough, QLD",Maryborough,-25.53655572,152.6985569
185,Unknown,HIS BIRTHPLACE.,"Sydney, NSW",Evening News,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/113760229,158,"Sydney, NSW",Sydney,-33.87041555,151.2408677
184,Unknown,THE FIRST DISCOVERED VICTIM.,"Sydney, NSW",Evening News,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/113760197,N/A,"Sydney, NSW",Sydney,-33.87041555,151.2408677
183,Unknown,THE AUTHOR OF THE CRIMES.,"Sydney, NSW",Evening News,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/113760192,139,"Sydney, NSW",Sydney,-33.87041555,151.2408677
182,Unknown,(From the Melbourne papers),"Launceston, TAS",Launceston Examiner,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/39460503,1002,"Launceston, TAS",Launceston,-41.43860847,147.1365488
181,Unknown,(From the Melbourne papers.),"Launceston, TAS",The Tasmanian,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/200299383,176,"Launceston, TAS",Launceston,-41.43860847,147.1365488
180,Unknown,THE WINDSOR MURDER THE INVESTIGATION AT RAINHILL.,"Echuca, VIC",The Riverine Herald,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/114696940,236,"Echuca, VIC",Echuca,-36.13173993,144.7541626
179,Unknown,The Windsor Tragedy.,"Queanbeyan, NSW",Queanbeyan Age,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/31165579,850,"Queanbeyan, NSW",Queanbeyan,-35.35461616,149.230095
178,Unknown,Deeming's Aliases,"Sydney, NSW",The Daily Telegraph,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/236052784,149,"Sydney, NSW",Sydney,-33.87041555,151.2408677
177,Unknown,The Aliases of Williams,"Wagga Wagga, NSW",Wagga Wagga Express,19/03/1892,20/03/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/145533841,5279,"Wagga Wagga, NSW",Wagga Wagga,-35.1642806,147.375935
1124,Unknown,EVENTS AND RUMOURS.,"Armidale, NSW",The Armidale Express and New England General Advisor,19/04/1892,20/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/189974615,2603,"Armidale, NSW",Armidale,-30.5054839,151.6732961
259,Unknown,DEEMING'S ANTECEDENTS.,"Melbourne, VIC",The Herald,19/04/1892,20/04/1892,Newspaper Article,https://trove.nla.gov.au/newspaper/article/242849981,,"Melbourne, VIC",Melbourne,-37.81845472,144.9654453
