article_id,trove_id,Database,Total Chapters,Chapter,Date,Decade,Trove Title,Chapter Title,Whole Item Link,Chapter Link,url,Genre,Narrative Foreground/Background,Bushfire_Tense_Context,Summary_of_Bushfire,Excerpt #1,Accuracy,Point/Polygon,Bushfire_Location,Excerpt or note on fire location,Trove ID,Common Title,Publication Title,Start Date,End Date,Additional Info,Length,nothing,Curated Dataset,Identified Sources,Publication Source,Newspaper ID,Newspaper,Newspaper Common Title,Coordinates,Newspaper Location,Newspaper Type,Colony/State,Author ID,Author,Other Names,Publication Author,Gender,Nationality,Nationality Details,Author Details,Inscribed Gender,Inscribed Nationality,Signature,Name Category,Context
82608753,6932,Database,,10,1886,1880,"Carmeline; Or, The Convict's Bride. A Romance of England and Australia. Founded on Fact",,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=6932,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=82608753,https://trove.nla.gov.au/newspaper/article/82608753,,Narrative Background,Past Secondary,,,,,,,6932,"Carmeline; Or, The Convict's Bride. A Romance of England and Australia. Founded on Fact",Carmeline: or The Convict's Bride. A Romance of England and Australia Founded on Fact,1886-08-28,1886-09-18,,0,,Y,WCAT/Wright,,281,Singleton Argus (NSW : 1880 - 1954),Singleton Argus,"-32.5694741, 151.1788155","Singleton, NSW",Provincial,New South Wales,1047,"Durivage, Francis A.",,"Durivage, Francis A.",Male,American,,,Male,Australian,"""The Brother's Secret"", ""A Lost Life"", ""Fontelroy""",Attributed with signature,
84119510,12261,Database,,,1886,1880,Lost and Won by a Half Neck: A Tale of Western Love,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=12261,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=84119510,https://trove.nla.gov.au/newspaper/article/84119510,,Narrative Background,Past Secondary,vernacular simile only,"Molly was the maiden's name; The "" Prairy FlowV' (flower) of those great myall downs, where love thrives like Bathurst Burr in a Roma paddock, or a bush fire on Cooper's Greek.",proximate,,Cooper's Creek,,12261,Lost and Won by a Half Neck: A Tale of Western Love,Lost and Won by a Half Neck: A Tale of Western Love,1886-10-16,1886-10-16,,1,,N,,,337,"Queensland Figaro and Punch (Brisbane, Qld. : 1885 - 1889)",Queensland Figaro,"-27.4704528, 153.0260341","Brisbane, Qld.",Metropolitan,Queensland,157,Unknown,,Unattributed,Unknown,Unknown,,,,,,Unattributed,
103277914,7894,Database,,,1886,1880,The Mystery of Moor Farm,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=7894,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=103277914,https://trove.nla.gov.au/newspaper/article/103277914,,None,None,Terroble OCR,,?,?,?,,7894,The Mystery of Moor Farm,The Mystery of Moor Farm,1885-12-19,1886-04-03,,0,,Y,PQ/CASS,,367,Goulburn Herald (NSW : 1881 - 1907),Goulburn Herald,"-34.7479181, 149.7277447","Goulburn, NSW",Provincial,New South Wales,1315,"Frith, Henry",,Unattributed,Male,British,,BNA; Welsh Newspapers Online:<http://newspapers.library.wales/view/4238214/4238221>,Uninscribed,Uninscribed,"""A Race for Life"" ""On the Wings of the Wind""  ""Through Flood through Fire""",Unattributed with signature,
174567486,21825,Database,,,1886,1880,The Pursuit of Pleasure,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=21825,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=174567486,https://trove.nla.gov.au/newspaper/article/174567486,,Narrative Background,Present Secondary,comic piece about vicissitudes of travel,"Under the most favourable circumstances a journey of 380 miles by rail, coach and boat, with about a dozen changes of luggage and two nights' stoppages on the road, is not a jolly affair. But the Cozys did not travel under favourable circumstances. The first and second day's journey by coach and rail wa; in weather with the thermometer up to 110° in the shade, the dust flying in clouds, and the air blinding with the smoke of bush fires. On the third day, iu travelling by boat over our beautiful lakes, the rain fell in torrents and thoroughly soaked the clothes and luggage of the pleasure seekers.",proximate,,,,21825,The Pursuit of Pleasure,The Pursuit of Pleasure,1886-02-25,1886-02-25,,1,,N,,,874,Melbourne Punch (Vic. : 1855 - 1900),Melbourne Punch,"-37.8136276, 144.9630576","Melbourne, VIC",Metropolitan,Victoria,6953,"Smyley, Luke","Cox, Ross","Smyley, Luke",Male,Australian,,"""CURRENT NOTES."" Melbourne Punch (Vic. : 1855 - 1900) 20 September 1894: 177. Web. 5 May 2016 <http://nla.gov.au/nla.news-article178586743>. ""SOCIETY."" Punch (Melbourne, Vic. : 1900 - 1918; 1925) 17 December 1914: 30. Web. 5 May 2016 <http://nla.gov.au/nla.news-article121088381>.",,,,Pseudonym,
66863918,3352,Database,,,1887,1880,"Arthur Landon, the Australian Bushman",,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=3352,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=66863918,https://trove.nla.gov.au/newspaper/article/66863918,,Narrative Background,Past Primary,Further chapter sees protagonist retelling story to impress Kathleen,,precise,,"Manaroo (Monaro?), SE NSW",,3352,"Arthur Landon, the Australian Bushman","Arthur Landon, the Australian Bushman",1887-04-04,1887-04-04,,0,,Y,AustLit,,209,The Maffra Spectator (Vic. : 1882 - 1920),Maffra Spectator,"-37.9619053, 146.9886238","Maffra, VIC",Provincial,Victoria,254,"McLean, Angus",,"McLean, Angus",Male,Australian,,AustLit,Male,Australian,"""Harry Bloomfield""",Attributed with signature,
71088142,7761,Database,,2,1887,1880,In the Golden Harvest,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=7761,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=71088142,https://trove.nla.gov.au/newspaper/article/71088142,,Narrative Background,Present Secondary,"Fire – background to narrative, part of landcape; potentially meaningful Cipher for Hastings’ inexperience in bush?","Far , away across the long stretch of plain to the left of the, homestead, i the grass was ablaze. 'How is that for our fishing to morrow?', asked Jack, i r : ' What do you mean V ' inquired Hastings;',! ' Well, I reokon if the wind chops round'to the west we shall haye pf etty hot work.' Then we'll seo what -fist you'll make at putting out a bush fire, Hastings.'",precise,,Merino,,7761,In the Golden Harvest,In the Golden Harvest,1887-08-13,1887-08-13,,1,,N,,,52,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)",Australian Town and Country,"-33.8688197, 151.2092955","Sydney, NSW",Metropolitan,New South Wales,4790,Gwyn Araun,,Gwyn Araun',Unknown,Unknown,,,,Australian,,Pseudonym,
71092307,5622,Database,2,1,1887,1880,Through Fire and Water,THROUGH THE FIRE.,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=5622,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=71092307,https://trove.nla.gov.au/newspaper/article/71092307,Recollections,Narrative Foreground,Past Primary,Retelling of dramatic escape from bushfire in 1850s-may be a re-telling of Black Thursday,"There waa no time to he lost. We daBhed through the river, and up the road as hard aa our horses oould travel so steep a war. We could hear the fire orashing and oraoklinsr through the sorub, and roaring aa it twisted up the tree trunks, and caught the branohes above. But as yet the road was open; and, though smoke was filling it lue a fog, it gave safe passage. But juet as we got within a hundred yards or so of the top when we should be olear of the sorub, and where the Bhort grass on the open land would let ns pass through the fire in safety, my darl ing's horse stumbled and fell.",proximate,Polygon,inland NSW,"And there beyond me was the fi/e coming to orosB the road, liok up the sorub on the other side with its hot month, and make the road itself a furnace. Yon see, there was no way out of it for us but along the road. The dense Bomb and undergrowth pre vented eBoape by any but one way. 1 took off my coat, wrapped it around by darling's head and shoulders, took her in front of me on the Baddie, and started Starboard, my good horse, up the sloping road whioh led to death pr safety. He oarried us through unharmed, though the last fifty yards felt like a furnaoe for heat ; and the smoke nearly suffocated me. Bat it could not have been long after we were out ot the sorub and in the open where the fire was not to be feared, that the road we had come was a sheet of flame.",5622,Through Fire and Water,Through Fire and Water,1887-12-17,1887-12-17,,1,,N,,,52,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)",Australian Town and Country,"-33.8688197, 151.2092955","Sydney, NSW",Metropolitan,New South Wales,1335,Wilga,,Wilga,Unknown,Unknown,,,Unknown,,,Pseudonym,
71092317,7767,Database,,,1887,1880,"Prince Cob o' Corn; or, The Mountain Fairies and the Queen of the Bunyips",,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=7767,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=71092317,https://trove.nla.gov.au/newspaper/article/71092317,,Narrative Background,Past Secondary,fairy story set in pre settlement days,"Great floods, parching droughts, and bush fires, were all means by which the fairies made",indeterminate,,Australia,,7767,"Prince Cob o' Corn; or, The Mountain Fairies and the Queen of the Bunyips","Prince Cob o' Corn; or, The Mountain Fairies and the Queen of the Bunyips",1887-12-17,1887-12-17,,1,,N,,,52,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)",Australian Town and Country,"-33.8688197, 151.2092955","Sydney, NSW",Metropolitan,New South Wales,1346,"Lemon, Frank",,"Lemon, Frank",Unknown,Unknown,,,Unknown,Australian,,Attributed,
73768525,6709,Database,,,1887,1880,Round the Country,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=6709,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=73768525,https://trove.nla.gov.au/newspaper/article/73768525,,Narrative Background,Past Secondary,Following season -- more fire,"The Christmas week had come to Fiery Creek as well as to the rest of thle world, anti schemes of pleasure were rapidly superseding the busy hlum of labor, and yet nothing could be more unlike thle Christmas time ol Old England than the one we now allude to. For days, almost weeks, not a breath of wind had been felt, and the air, hot and dry, gave a peculiar shimmering appearance to the landscape, as if viewed through running water. The wllole face of the country was parched oiup to a dingy straw color. Round 'Mount Cole, and in fact in almost every direction in which tile eye could penetrate tile curtain of forest, huge clouds of blue smoke rose, telling of mighty bush fires.",precise,Point,"Fiery Creek , Victoria","Under the trees, tile dust hung undispersed, tile patient cattle lay panting wherever shade could be obtained, while their less-favored brethren,- the working Iullocks, toiled along with tongues lolling from their mouths, at times their bodies being almost invisible for the dust clouds by which they were enveloped. Not a sound was Iheard save the crackling of the bark on the trees, tile click click of the large locusts, or the sweep of great beetles in the air. Even parrots were dropping from the trees overpowered with sunstroke. Human nature was principally employed in trying to mitigate the heat by pouring in beer, tea, or some other fluid, to moisten its clay as it lay supine and prostrate seeking for coolness.",6709,Round the Country,Round the Country,1887-08-27,1888-05-19,,0,,Y,AustLit,,231,"Independent (Footscray, Vic. : 1883 - 1922)",Footscray Independent,"-37.7988987, 144.892357","Footscray, Vic.",Metropolitan,Victoria,921,"Barr, J. M.","Barr, John Mitchell","Barr, J. M.",Male,Australian,,,Uninscribed,Australian,,Initials and surname,
73768613,6709,Database,,,1887,1880,Round the Country,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=6709,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=73768613,https://trove.nla.gov.au/newspaper/article/73768613,,Narrative Background,Present Secondary,Narrative Colour - another christmas story the fires are in the background,"Round 'Mount Cole, and in fact in almost every direction in which tile eye could penetrate tile curtain of forest, huge clouds of blue smoke rose, telling of mighty bush fires. Under the trees, tile dust hung undispersed, tile patient cattle lay panting wherever shade could be obtained, while their less-favored brethren,- the working Iullocks, toiled along with tongues lolling from their mouths, at times their bodies being almost invisible for the dust clouds by which they were enveloped.",,,Mount Cole,,6709,Round the Country,Round the Country,1887-08-27,1888-05-19,,0,,Y,AustLit,,231,"Independent (Footscray, Vic. : 1883 - 1922)",Footscray Independent,"-37.7988987, 144.892357","Footscray, Vic.",Metropolitan,Victoria,921,"Barr, J. M.","Barr, John Mitchell","Barr, J. M.",Male,Australian,,,Uninscribed,Australian,,Initials and surname,
79729620,3354,Database,,,1887,1880,"Arthur Landon, the Australian Bushman",,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=3354,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=79729620,https://trove.nla.gov.au/newspaper/article/79729620,,Narrative Background,Narrative Colour,,,,,,,3354,"Arthur Landon, the Australian Bushman","Arthur Landon, the Australian Bushman",1887-04-12,1887-06-07,,0,,Y,AustLit,,265,"The Western Champion (Blackall/Barcaldine, Qld. : 1879 - 1891)",Western Champion and General Advertiser,"-23.5559218, 145.2882741","Blackall/Barcaldine, Qld.",Provincial,Queensland,254,"McLean, Angus",,"McLean, Angus",Male,Australian,,AustLit,Male,Australian,"""Harry Bloomfield""",Attributed with signature,
84120517,4966,Database,,,1887,1880,The Lighthouse of Bluff Cape,The Cruise of Terror,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=4966,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=84120517,https://trove.nla.gov.au/newspaper/article/84120517,,Narrative Background,Past Secondary,Misidentification of fire -- adventure story set in Queensland,"But look, Reggie, there's a bush fire surely round that point P"""" No, Ben, that's no bush fire, any bushman can tell you that; the grass is too green to burn, and the smoke too black for grass. Here, Jumbo, what you think P"" j",proximate,polygon,Off Qld Coast,,4966,The Lighthouse of Bluff Cape,The Lighthouse of Bluff Cape,1887-02-05,1887-08-06,,0,,Y,,,337,"Queensland Figaro and Punch (Brisbane, Qld. : 1885 - 1889)",Queensland Figaro,"-27.4704528, 153.0260341","Brisbane, Qld.",Metropolitan,Queensland,349,"Bell, A. B.","Bell, Alfred Bernie; Peter Bunkum","Bell, A. B.",Male,Australian,,AudtLit,Uninscribed,Australian,,Initials and surname,
107816402,8499,Database,,,1887,1880,Bill Bunkum's Cipher: A Tale of Two New Year Days,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=8499,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=107816402,https://trove.nla.gov.au/newspaper/article/107816402,,Narrative Background,Past Secondary,romance,"The nights were dark and nothing of any maportance could be seen until the vessel got well along the Tasmanian coast, then tbs might afforded by the bush fires was one of the moat brilliant spectacles that poUld tell be imagined. –",proximate,,off Tasmanian coast,,8499,Bill Bunkum's Cipher: A Tale of Two New Year Days,Bill Bunkum's Cipher: A Tale of Two New Year Days,1887-12-31,1887-12-31,Written expressly for the Prahran Telegraph,1,,N,,,383,"The Telegraph, St Kilda, Prahran and South Yarra Guardian (Vic. : 1866 - 1888)","Telegraph, St Kilda, Prahran and South Yarra Guardian","-37.864, 144.982","St Kilda, VIC",Metropolitan,Victoria,1841,W. N.,,W. N.,Unknown,Unknown,,,Unknown,Australian,,Initials only,
108003452,7762,Database,,1,1887,1880,In the Golden Harvest,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=7762,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=108003452,https://trove.nla.gov.au/newspaper/article/108003452,,Narrative Background,Present Secondary,,,precise,,Merino,,7762,In the Golden Harvest,In the Golden Harvest,1887-08-19,1887-08-19,,1,,N,,,508,"Evening News (Sydney, NSW : 1869 - 1931)",Evening News,"-33.8688197, 151.2092955","Sydney, NSW",Metropolitan,New South Wales,4790,Gwyn Araun,,Gwyn Araun',Unknown,Unknown,,,,Australian,,Pseudonym,
19935015,4592,Database,20,17,1888,1880,Early Days,CHAPTER XVII,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=4592,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=19935015,https://trove.nla.gov.au/newspaper/article/19935015,,Narrative Foreground,Present Primary,strong emphasis on intensity of heat; also practice of using fire to flush out cattle,"The Government has offered large rewards for in formation which would lead to the conviction of offenders, and a law has lately been passed forbidding anyone to light fires out of doors between December and the beginning of April without first ploughing a strip of ground round the spot where the fire is to be lit. I scarcely think the ploughing a sufficient precaution, for a spark wul fly to a great distance, and while the grass is so long and dry it will burn like tinderwith the very smallestenoouragement. All sorts of theories have been put forward to account for fires, from the suggestion that they are kindled by farmers who want to dear scrub lands in good time to begin ploughing with the first rains, which are expected in March, to the friction of dry boughs under the hot ?un."" "" That's all rubbish!"" Mrs. Harding said emphatically. ""We know of certain persons who have burnt the scrub over and over to find miasing cattle."" """,precise,Point,Willenga SA,"She slipped out of door?, and when her eyes had become acoustomed to tho darkness she thought she could see dull patches against the sky, where the stars were blurred and reddened by smoke. There was no wash or murmur of the sea—a deadly still ness reigned everywhere over the bay; but from the far eastern shore came a subdued but inoessant roar, like the sound of a distant battle, as huge billowsshattered themselves npon the beach. It seemed to Mercy very much warmer out of doors than in.",4592,Early Days,Early Days,1888-03-24,1888-09-22,Written for the Queenslander,0,,Y,,,42,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Queenslander,"-27.4704528, 153.0260341","Brisbane, Qld.",Metropolitan,Queensland,341,Iris,,Iris,Unknown,Unknown,,,Female,Australian,,Pseudonym,
71093017,7768,Database,9,9,1888,1880,An Australian Story,CHAPTER IV,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=7768,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=71093017,https://trove.nla.gov.au/newspaper/article/71093017,,Narrative Foreground,Present Primary,"Another Christmas bushfire story, bushfire takes place files miles from the Marsden homestead and the men set off to sto the progress of the fire by pulling up brush and clearing in its path so there is nothing to burn. This follows several days of fighting the fire - it extinguishes itself the next day and Aboriginal people are sent to camp on the area and watch the fire. In this chapter, the bushfire is not particualrly threatening, it is discussed simply as an emlement of bush life. ","Tho two tired men wore glad to do tho ladies* bidding after dinner, viz., ""each take a hammock and lie thore,"" watching the magnificent pano- rama spread beforo them. The night was in- tensely dark and still ; and tho lake lay calm as glass below thom. The fire had burned into a bend of tho lake whore there were much under- growth and fallen timber. It had caught the trunks of tho docayod trees, and went blazing up each one until the top would come crashing down, throwing up millions of sparks. Every detail was mirrored in the calm water, till, as Richmond said, "" they seemed surrounded by the fiery element."" It was a sceno to be remembered-some- thing grand and sublime.-",proximate,Polygon,five miles from Marsden Homestead,,7768,An Australian Story,An Australian Story,1887-12-24,1888-01-14,,0,,Y,,,52,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)",Australian Town and Country,"-33.8688197, 151.2092955","Sydney, NSW",Metropolitan,New South Wales,71,Unknown,,Unattributed,Unknown,Unknown,,,Uninscribed,Australian,,Unattributed,
71104261,13157,Database,,,1888,1880,Baffled. An Australian Story,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=13157,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=71104261,https://trove.nla.gov.au/newspaper/article/71104261,,Narrative Background,Present Secondary,Fire a plot device as distraction (was not a bush fire),"Frank, come outside for a moment and look at the big bush fire. I think we ought to raise the men, because it is very near the sheds.' Oh,' he said, 'it's all right. Possibly it's only the men burning: rubbish.',",,,unclear,,13157,Baffled. An Australian Story,Baffled. An Australian Story,1888-10-20,1888-11-03,,0,,Y,,,52,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)",Australian Town and Country,"-33.8688197, 151.2092955","Sydney, NSW",Metropolitan,New South Wales,1371,A. E. C.,,A. E. C.,Unknown,Unknown,,,Uninscribed,Australian,,Initials only,
198021898,22842,Database,20,9.3,1888,1880,"Yuroka; or, Saxon and Savage",THE SICK MAN'S APPEAL,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=22842,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=198021898,https://trove.nla.gov.au/newspaper/article/198021898,,Narrative Foreground,Present Primary,race against time dash to safety in face of fire; also strong race themes where Yuroke is hero,,,,Riverina NSW,,22842,"Yuroka; or, Saxon and Savage","Yuroka; Or, Saxon and Savage",1887-10-22,1888-05-05,,0,,Y,,,319,"Leader (Melbourne, Vic. : 1862 - 1918)",Melbourne Leader,"-37.8136276, 144.9630576","Melbourne, Vic.",Metropolitan,Victoria,1322,"Osborne, Foster",,"Osborne, Foster",Male,Australian,,"""""MY DEVIL."""" The Kerang Times (Vic. : 1889 - 1901) 8 November 1895: 4. Web. 19 Oct 2016 <http://nla.gov.au/nla.news-article221736355>.",Male,Australian,"""Cowabee""",Attributed with signature,
198024600,22842,Database,20,8.3,1888,1880,"Yuroka; or, Saxon and Savage",LOST! GOING NORTH.,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=22842,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=198024600,https://trove.nla.gov.au/newspaper/article/198024600,,Narrative Foreground,Present Primary,"strong emphasis on intensity of drought and heat; also practice of ""lost men"" starting fires",,precise,Polygon,Riverina NSW,,22842,"Yuroka; or, Saxon and Savage","Yuroka; Or, Saxon and Savage",1887-10-22,1888-05-05,,0,,Y,,,319,"Leader (Melbourne, Vic. : 1862 - 1918)",Melbourne Leader,"-37.8136276, 144.9630576","Melbourne, Vic.",Metropolitan,Victoria,1322,"Osborne, Foster",,"Osborne, Foster",Male,Australian,,"""""MY DEVIL."""" The Kerang Times (Vic. : 1889 - 1901) 8 November 1895: 4. Web. 19 Oct 2016 <http://nla.gov.au/nla.news-article221736355>.",Male,Australian,"""Cowabee""",Attributed with signature,
19816846,4550,Database,,,1889,1880,Visited on the Children,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=4550,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=19816846,https://trove.nla.gov.au/newspaper/article/19816846,,Narrative Background,Narrative Colour,Bushfire part of detail emphasising harshness of environment and ts negative effects on settler's fortunes,"Then came the drought. Only bushraen know the terrors of that word ! The endless months when no rain comes from the glowing skies; when bush fires rage and windstorms sweep across the scorching plains ; when waterholes reek with the stench of dead sheep and cattle and the poor remnants of tho flocks wander aim lessly to and fro, tho weaker ones ever and anon falling to be torn to pieced ore their hearts have Â©eased to beat by the foul carrion birds.",proximate,Polygon,North West NSW,,4550,Visited on the Children,Visited on the Children,1889-08-24,1889-08-31,Written for the Queenslander,0,,Y,,,42,"The Queenslander (Brisbane, Qld. : 1866 - 1939)",Queenslander,"-27.4704528, 153.0260341","Brisbane, Qld.",Metropolitan,Queensland,342,Audax,,Audax,Unknown,Unknown,,,Uninscribed,Australian,,Pseudonym,
71123821,14418,Database,19,,1889,1880,Dark or Fair. A Story of Town and Country,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=14418,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=71123821,https://trove.nla.gov.au/newspaper/article/71123821,,Narrative Foreground,Present Primary,"Fire central to narrative as evil cousin forces girl to escape encroaching fire with him, leaving young brother to face fire alone. Interesting linking of fire with indigenous communities and with final confrontation between villainous cousin and ndigenous hero (who also rescues young boy from fire). Indigenous arson.",“the miserable blacks have set the bush on fire” (villain),proximate,Polygon,outback NSW,"They came to the home station just in time to witness the firing »of their homestead by the blacks, who had been incensed by Reuben's con duct toward a member of their tribe, and watched for their revenge. The wooden build ings quickly ignited, and yielded to the flames like tinder, swiftly spreading over the entire block of outbuildings, and levelling the dwellings to the ground. (Indigenous character shoots villain, rescues heroine, saves young brother)",14418,Dark or Fair. A Story of Town and Country,Dark or Fair. A Story of Town and Country,1889-09-07,1889-10-12,"Written for the ""Town and Country Journal""",0,,Y,,,52,"Australian Town and Country Journal (Sydney, NSW : 1870 - 1907)",Australian Town and Country,"-33.8688197, 151.2092955","Sydney, NSW",Metropolitan,New South Wales,2387,"Wren, Jenny",,Jenny Wren,Female,Australian,New Zealand,,Female,Australian,,Pseudonym,
100119832,15078,Database,,,1889,1880,Virginia of Virginia,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=15078,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=100119832,https://trove.nla.gov.au/newspaper/article/100119832,,Part of Speech,Metaphor,mention of brush fires in simile,"“like the "" brush fires "" of her native state under a night horizon.”",Metaphor,None,story set in US,,15078,Virginia of Virginia,Bonnibell,1888-12-22,1889-02-02,,0,,Y,Bartleby,,367,Goulburn Herald (NSW : 1881 - 1907),Goulburn Herald,,"Goulburn, NSW",Provincial,New South Wales,5446,"Rives, Amelie","Troubetzkoy, Amelie Rives; Rives, Am√©lie Louise",Unattributed,Female,American,,WPEDIA/Bartleby,Uninscribed,American,,Unattributed,
139137400,19865,Database,SV,SV,1889,1880,One Night at Gorringe,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=19865,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=139137400,https://trove.nla.gov.au/newspaper/article/139137400,,Narrative Foreground,Present Primary,Bushfire part of narrative but chiefly to ensure that men will be occupied elsewhere when Bessie returns to empty homestead,""" They have not sent (or their mail for these two days,"" said Mr. Brown. ""On account of the bush fires the men have all been kept busy.""",proximate,,near Gorringe,"Eight miles to Gorringe. What a drive it was! They jolted off straight in the face of the angry sun. Blackened stretches of coun try lay on each Bide of their road, and all that was left of the boundary fence between Gorringe and Woodlands were a few blackened posts, with the wire helplessly dangling or lying flat A thick smoke shrouded everything within a hundred yards.",19865,One Night at Gorringe,One Night at Gorringe,1889-10-26,1889-10-26,,1,,N,,,460,"The Australasian (Melbourne, Vic. : 1864 - 1946)",Australasian,,"Melbourne, Vic.",Metropolitan,Victoria,1652,A. M.,,A. M.,Unknown,Unknown,,,,,,Initials only,
139144872,15560,Database,,,1889,1880,Blame Shakespeare,,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/showbytrove&SearchArticle[new_trove_id]=15560,https://cdhrdatasys.anu.edu.au/anfd/web/index.php?r=article/viewwtrove&id=139144872,https://trove.nla.gov.au/newspaper/article/139144872,,Narrative Background,Past Secondary,Bushfire a plot device for narrative ensuring that hero needs to return to llocation and into company of love interest,"Finally a blessed bush fire - I call it blessed advisedly - led to his returning permanently to his own house, for it broke out near the homestead, and he was obliged to remain for a few days till all danger was over, after which there was no reason why he should go away - and he stayed.",proximate,,country Victoria,,15560,Blame Shakespeare,Blame Shakespeare,1889-11-23,1889-11-30,,0,,Y,,,460,"The Australasian (Melbourne, Vic. : 1864 - 1946)",Australasian,,"Melbourne, Vic.",Metropolitan,Victoria,945,"West, Mark",,"West, Mark",Unknown,Unknown,,,Male,Australian,,Attributed,
