,0,1,2,mappify_suburb,mappify_state,mappify_location_lat,mappify_location_lon,partial ratio
1943,BERERIEY,LOCATION,18860203-180-66038416 (1 of 1).txt,BEVERLEY,SA,-34.896051799999995,138.5506228,75
1945,BALLARAT,LOCATION,18790226-558-150425932 (1 of 1).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
1946,PENOLA,LOCATION,18790226-558-150425932 (1 of 1).txt,BENOWA,QLD,-28.01646043,153.3882932,67
1947,BCBNCA,LOCATION,18650302-1324-240653748 (4 of 6).txt,BANCA,TAS,-41.03796714,147.8225475,80
1948,GAORNOOG,LOCATION,18650302-1324-240653748 (4 of 6).txt,GOORNONG,VIC,-36.62280943,144.51912219999997,75
1951,MOLBOURNO,LOCATION,18600104-13-5694881 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,78
1955,JANNARY,LOCATION,18900131-30-3131707 (2 of 3).txt,JANNALI,NSW,-34.01619737,151.06399209999998,71
1956,COLAC,LOCATION,18790314-232-232167532 (1 of 1).txt,COOLAC,NSW,-34.94483834,148.1698419,80
1957,COLAC,LOCATION,18790314-232-232167532 (1 of 1).txt,COOLAC,NSW,-34.94483834,148.1698419,80
1959,HOBART,LOCATION,18871221-60-39429881 (1 of 1).txt,MOZART,NSW,-33.81371456,149.8605201,67
1960,GRAFTON,LOCATION,18990119-413-101836060 (1 of 1).txt,GRANTON,TAS,-42.76587796,147.2196843,86
1961,LORING,LOCATION,18990119-413-101836060 (1 of 1).txt,CORINGA,QLD,-25.44731167,151.9666326,83
1963,MAITLAUD,LOCATION,18720115-67-60880075 (1 of 2).txt,MAITLAND,SA,-34.40080404,137.7383771,88
1967,CHIILTERN,LOCATION,18960114-222-70799430 (3 of 3).txt,CHILTERN,VIC,-36.23636699,146.6299499,88
1968,BERRIIGAN,LOCATION,18960114-222-70799430 (3 of 3).txt,BERRIGAN,NSW,-35.76684459,145.75155759999998,88
1969,GITANA,LOCATION,18790228-232-232167024 (1 of 1).txt,TINANA,QLD,-25.55112655,152.6784236,67
1970,HILL,LOCATION,18790228-232-232167024 (1 of 1).txt,HALL,ACT,-35.16911577,149.0723233,75
1978,PORTLAND,LOCATION,18880201-84-30918658 (1 of 1).txt,PENTLAND,QLD,-21.78924202,145.9321506,75
1979,MUDGEO,LOCATION,18880201-84-30918658 (1 of 1).txt,BUDGEE,QLD,-27.80289538,152.0069916,67
1980,GRES,LOCATION,18800724-821-160134776 (1 of 1).txt,GREY,WA,-30.66344213,115.1379369,75
1981,NORTH,LOCATION,18800724-821-160134776 (1 of 1).txt,FORTH,TAS,-41.19086765,146.2561441,80
1982,WOOLLAHRA,LOCATION,18950831-64-61272860 (2 of 2).txt,WOOLLAMIA,NSW,-35.00141919,150.62214719999997,78
1984,ECHUNGA,LOCATION,18971230-1530-256758674 (1 of 2).txt,ECHUCA,VIC,-36.18245189,144.71124030000001,67
1988,CAI'LTON,LOCATION,18911230-180-69701492 (2 of 2).txt,RAILTON,TAS,-41.32868167,146.4236466,86
1994,TNLBOT,LOCATION,18650318-103-63170016 (21 of 23).txt,TALBOT,WA,-31.98748585,116.6658191,83
1999,HEYTESBURY,LOCATION,18870406-43-18912880 (1 of 1).txt,EYNESBURY,VIC,-37.78914543,144.5669919,89
2000,BULLI,LOCATION,18870406-43-18912880 (1 of 1).txt,BULLA,VIC,-37.63335341,144.80105930000002,80
2001,KIAMA,LOCATION,18880623-966-204454130 (1 of 1).txt,KIOMA,QLD,-28.19692831,149.8305796,80
2003,PENOLA,LOCATION,18880623-966-204454130 (1 of 1).txt,BENOWA,QLD,-28.01646043,153.3882932,67
2004,LAMBTON,LOCATION,18871105-698-165220989 (2 of 2).txt,HAMPTON,NSW,-33.61501385,150.050737,71
2017,BALLARAT,LOCATION,18790205-232-232166231 (3 of 3).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
2019,WYNDHAM,LOCATION,18821209-966-197779016 (1 of 2).txt,WINGHAM,NSW,-31.8706195,152.37027340000003,71
2020,WYNDHAM,LOCATION,18821209-966-197779016 (1 of 2).txt,WINGHAM,NSW,-31.8706195,152.37027340000003,71
2021,ST. PETER,LOCATION,18910312-1086-211681352 (1 of 1).txt,ST PETERS,SA,-34.9099408,138.62642069999998,89
2022,DEVELIN,LOCATION,18910312-1086-211681352 (1 of 1).txt,EVELYN,QLD,-17.51201866,145.53113080000003,83
2023,BOOTNAL,LOCATION,18910312-1086-211681352 (1 of 1).txt,BOOTENAL,WA,-28.85633471,114.7302794,86
2024,GULGONG,LOCATION,18880131-35-13674189 (3 of 3).txt,BULONG,WA,-30.74836884,121.7690848,83
2026,MURRAY,LOCATION,18920303-275-77390162 (3 of 3).txt,MARRAH,WA,-28.44742207,114.95568359999999,67
2027,MANDURAH,LOCATION,18920303-275-77390162 (3 of 3).txt,MANDURANG,VIC,-36.81840049,144.2950716,88
2029,GROYERE,LOCATION,18980128-243-258342204 (1 of 2).txt,GRUYERE,VIC,-37.760575,145.439162,86
2031,KENYON,LOCATION,18760224-108-61913053 (1 of 1).txt,KEDRON,QLD,-27.39871833,153.03189819999997,67
2035,TINGAH,LOCATION,18881013-289-94767470 (4 of 4).txt,MINJAH,VIC,-38.04888181,142.4708415,67
2036,KIATNA,LOCATION,18881013-289-94767470 (4 of 4).txt,KIAMBA,QLD,-26.56909936,152.91567949999998,67
2045,COMPTON,LOCATION,18780112-276-77560528 (2 of 2).txt,HAMPTON,NSW,-33.61501385,150.050737,71
2047,SAUKVILLE,LOCATION,18941124-192-66445338 (1 of 1).txt,SACKVILLE,NSW,-33.50436006,150.87537890000002,89
2051,CUONAMBLE,LOCATION,18881201-698-161888468 (3 of 8).txt,COONAMBLE,NSW,-30.94977099,148.39393280000002,89
2056,MELLAGONG,LOCATION,18931223-52-71193207 (18 of 19).txt,ELLALONG,NSW,-32.89226106,151.3109146,88
2057,DAM CREEK,LOCATION,18931223-52-71193207 (18 of 19).txt,CAMP CREEK,QLD,-17.63335786,145.95412180000002,89
2058,BROOKONG,LOCATION,18931223-52-71193207 (18 of 19).txt,BROOKTON,WA,-32.42961614,116.90474409999999,88
2059,EGAN CREEK,LOCATION,18931223-52-71193207 (18 of 19).txt,EDEN CREEK,NSW,-28.57362611,152.9273205,80
2060,RUSSIA,LOCATION,18840223-326-198970533 (2 of 2).txt,ROSSI,NSW,-35.46983882,149.50956169999998,80
2061,RUSSIA,LOCATION,18840223-326-198970533 (2 of 2).txt,ROSSI,NSW,-35.46983882,149.50956169999998,80
2062,ALBURY,LOCATION,18840223-326-198970533 (2 of 2).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
2067,CAPETOWN,LOCATION,18980118-185-215788343 (2 of 3).txt,CAVETON,SA,-37.946867600000004,140.82667659999998,71
2068,RUSSIA,LOCATION,18980118-185-215788343 (2 of 3).txt,ROSSI,NSW,-35.46983882,149.50956169999998,80
2073,SOUTHTN,LOCATION,18950123-41-53711469 (1 of 1).txt,SOUTHEND,SA,-37.56630392,140.1309514,86
2075,MULIEWA,LOCATION,18950123-41-53711469 (1 of 1).txt,MULLEWA,WA,-28.45819207,115.5544291,86
2080,ALELBOURNE,LOCATION,18750125-809-202134431 (5 of 9).txt,SHELBOURNE,VIC,-36.88399111,144.0136977,80
2086,FOROE,LOCATION,18910110-698-163657874 (9 of 12).txt,FORDE,ACT,-35.17244843,149.1403806,80
2087,WIDGEWA,LOCATION,18910110-698-163657874 (9 of 12).txt,CUDGEWA,VIC,-36.20190798,147.7851105,71
2094,ALBURY,LOCATION,18660113-697-166663015 (3 of 12).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
2097,PENRITH,LOCATION,18971218-350-108716015 (1 of 2).txt,PENRICE,SA,-34.48162207,139.04368630000002,71
2099,CANAAN,LOCATION,18551126-35-12975196 (1 of 7).txt,CANINA,QLD,-26.14956665,152.73770480000002,67
2105,BUNDORE,LOCATION,18871210-698-165226926 (3 of 3).txt,CUNDARE,VIC,-38.15944317,143.5851645,71
2107,ALBURY,LOCATION,18871210-698-165226926 (3 of 3).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
2108,BIOTON,LOCATION,18860114-275-76479590 (1 of 1).txt,BELTON,SA,-32.29041589,138.64328759999998,67
2109,BENOLI,LOCATION,18860114-275-76479590 (1 of 1).txt,BENOWA,QLD,-28.01646043,153.3882932,67
2111,BRAIDWOOD,LOCATION,18960114-35-14033182 (2 of 14).txt,BROADWOOD,WA,-30.78050962,121.44352849999999,89
2116,CAMDEN,LOCATION,18871224-698-165219918 (1 of 1).txt,CADDENS,NSW,-33.77412823,150.7380085,83
2118,HOBART,LOCATION,18871224-698-165219918 (1 of 1).txt,MOZART,NSW,-33.81371456,149.8605201,67
2119,BALLARAT,LOCATION,18910210-356-141011919 (2 of 2).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
2120,ANLABY,LOCATION,18640107-74-38650001 (1 of 1).txt,BANNABY,NSW,-34.4289775,149.8729332,83
2121,KAPONDA,LOCATION,18640107-74-38650001 (1 of 1).txt,KAMONA,TAS,-41.15097638,147.6587608,67
2123,CAPE,LOCATION,18611213-558-149720621 (2 of 2).txt,COPE,NSW,-32.29757807,149.63366240000002,75
2129,BOORARA,LOCATION,18890209-698-161929074 (1 of 1).txt,BOOLARRA,VIC,-38.38981533,146.23415549999999,71
2131,HOBART,LOCATION,18890209-698-161929074 (1 of 1).txt,MOZART,NSW,-33.81371456,149.8605201,67
2139,MUSWELL,LOCATION,18980516-492-123685326 (3 of 3).txt,MAXWELL,NSW,-35.2914732,147.2752064,71
2141,OURLEWIS,LOCATION,18790207-232-232166309 (1 of 3).txt,CURLEWIS,VIC,-38.18338168,144.5126377,88
2143,URANA,LOCATION,18941128-367-100444975 (2 of 3).txt,URANIA,SA,-34.50470963,137.5950097,80
2145,MEULBOURNE,LOCATION,18941128-367-100444975 (2 of 3).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,89
2147,ORANGE,LOCATION,18961031-464-111104168 (1 of 1).txt,GRANGE,SA,-34.90651166,138.50540959999998,83
2155,WOODOED,LOCATION,18750126-74-52897349 (4 of 4).txt,WOODEND,QLD,-27.59871257,152.75167390000001,86
2161,LILYDALE,LOCATION,18940126-250-252181664 (1 of 2).txt,LILYVALE,NSW,-34.19332036,151.001026,88
2163,PORTLAND,LOCATION,18980121-74-39656022 (1 of 1).txt,PENTLAND,QLD,-21.78924202,145.9321506,75
2165,BONRKE,LOCATION,18790208-232-232166345 (7 of 7).txt,BOURKE,NSW,-30.03547436,145.89743380000002,83
2166,BALLARAT,LOCATION,18790208-232-232166345 (7 of 7).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
2169,YARRA,LOCATION,18560308-13-4832681 (3 of 3).txt,YERRA,QLD,-25.62718262,152.5210705,80
2171,COLAC,LOCATION,18790221-582-198858338 (2 of 5).txt,COOLAC,NSW,-34.94483834,148.1698419,80
2175,NEWRV,LOCATION,18991227-34-29525093 (3 of 5).txt,NEWRY,VIC,-37.89758992,146.92149540000003,80
2176,HEVFIELD,LOCATION,18991227-34-29525093 (3 of 5).txt,PENFIELD,SA,-34.69332512,138.6114388,75
2181,KIAMA,LOCATION,18950914-52-71222902 (9 of 21).txt,KIOMA,QLD,-28.19692831,149.8305796,80
2185,FRETHANTLE,LOCATION,18790321-70-60096643 (1 of 2).txt,FREEMANTLE,NSW,-33.26067253,149.3708808,80
2186,ORANGE,LOCATION,18780209-436-257956667 (2 of 2).txt,GRANGE,SA,-34.90651166,138.50540959999998,83
2187,WAI GARATTA,LOCATION,18901021-185-204140094 (1 of 1).txt,WANGARATTA,VIC,-36.34226683,146.2890371,80
2191,MALTON,LOCATION,18750102-698-162492736 (2 of 2).txt,ALTONA,VIC,-37.85921619,144.8015624,83
2201,MACARTBNR,LOCATION,18770206-567-226041293 (1 of 2).txt,MACARTHUR,VIC,-38.01007573,141.9668931,78
2208,COLAC,LOCATION,18630110-319-197290636 (7 of 21).txt,COOLAC,NSW,-34.94483834,148.1698419,80
2214,BLACKWOOD,LOCATION,18730620-10-8927218 (2 of 2).txt,BLACKFORD,SA,-36.85669171,140.0402435,78
2221,WELLINGTON,LOCATION,18820401-41-47108859 (2 of 5).txt,CALLINGTON,SA,-35.13378758,139.0428483,80
2223,HOBART,LOCATION,18811203-947-199523118 (3 of 3).txt,MOZART,NSW,-33.81371456,149.8605201,67
2230,KUXEKA,LOCATION,18830319-232-254658533 (1 of 2).txt,EUREKA,NSW,-28.68669413,153.43820300000002,67
2234,BALLATAT,LOCATION,18830319-232-254658533 (1 of 2).txt,BALCATTA,WA,-31.86021982,115.8060124,75
2235,BRAIDWOOD,LOCATION,18820214-558-150630177 (1 of 2).txt,BROADWOOD,WA,-30.78050962,121.44352849999999,89
2236,MAJOR 'S CREEK,LOCATION,18820214-558-150630177 (1 of 2).txt,MAJORS CREEK,QLD,-19.59497318,146.90405230000002,83
2237,WYNDHAM,LOCATION,18940411-275-76481520 (1 of 1).txt,WINGHAM,NSW,-31.8706195,152.37027340000003,71
2244,HPYLETON,LOCATION,18790111-406-110351534 (1 of 1).txt,HOYLETON,SA,-34.04099141,138.5491225,88
2246,NEWCASTLE,LOCATION,18630727-41-50166740 (1 of 1).txt,REDCASTLE,VIC,-36.792336299999995,144.78582509999998,78
2247,BAY,LOCATION,18630727-41-50166740 (1 of 1).txt,HAY,NSW,-34.49820018,144.8313915,67
2249,BALLARAT,LOCATION,18860106-185-206305822 (2 of 3).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
2250,SOARSDALE,LOCATION,18750120-185-208251092 (2 of 2).txt,SCARSDALE,VIC,-37.67475547,143.6547765,89
2251,SCAREDALE,LOCATION,18750120-185-208251092 (2 of 2).txt,SCARSDALE,VIC,-37.67475547,143.6547765,89
2254,BRAIDWOOD,LOCATION,18720203-52-70492650 (1 of 1).txt,BROADWOOD,WA,-30.78050962,121.44352849999999,89
2255,BOMBALA,LOCATION,18720203-52-70492650 (1 of 1).txt,BOMBIRA,NSW,-32.57864331,149.6011311,71
2256,ORANGE,LOCATION,18881030-35-13701634 (2 of 5).txt,GRANGE,SA,-34.90651166,138.50540959999998,83
2257,BOOROOMA,LOCATION,18881030-35-13701634 (2 of 5).txt,BOOROOL,VIC,-38.44356063,146.0513344,86
2259,GNOMERY,LOCATION,18881030-35-13701634 (2 of 5).txt,GOOMERI,QLD,-26.16783931,152.0575158,71
2262,DALLARAT,LOCATION,18740210-108-61495313 (1 of 1).txt,PALLARA,QLD,-27.60899093,153.016431,86
2265,MELHOURNE,LOCATION,18740210-108-61495313 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,89
2267,COLOMBO,LOCATION,18881027-698-161888885 (6 of 8).txt,CALOMBA,SA,-34.38298934,138.404134,71
2269,PICTON,LOCATION,18881027-698-161888885 (6 of 8).txt,WILTON,NSW,-34.24531162,150.6991925,67
2270,LOME,LOCATION,18810707-1052-212693591 (1 of 1).txt,NOME,QLD,-19.37712019,146.9248368,75
2271,LENEVA,LOCATION,18881221-204-70750079 (1 of 1).txt,LANENA,TAS,-41.31093115,146.96419540000002,67
2272,HOBART,LOCATION,18811202-311-116357026 (1 of 2).txt,MOZART,NSW,-33.81371456,149.8605201,67
2280,CHERITON,LOCATION,18810219-386-112197314 (1 of 2).txt,CREDITON,QLD,-21.21663281,148.5403031,75
2281,GINGIA,LOCATION,18810219-386-112197314 (1 of 2).txt,GINGKIN,NSW,-33.83180041,149.9345751,83
2286,MOES VALE,LOCATION,18991204-367-102221924 (1 of 2).txt,MOSS VALE,NSW,-34.54123913,150.37780039999998,89
2288,HOBART,LOCATION,18880114-9-3312074 (1 of 1).txt,MOZART,NSW,-33.81371456,149.8605201,67
2290,GAMBIER,LOCATION,18880114-9-3312074 (1 of 1).txt,DAMPIER,WA,-20.6647772,116.714079,71
2294,ST. KILDA,LOCATION,18960113-558-150709938 (1 of 2).txt,ST KILDA,SA,-34.74494403,138.5535092,88
2297,HAWKSDALE,LOCATION,18870226-8-18893261 (1 of 1).txt,HAWKESDALE,VIC,-38.08937586,142.3397904,89
2298,ECHUNGA,LOCATION,18830203-821-159558425 (2 of 2).txt,ECHUCA,VIC,-36.18245189,144.71124030000001,67
2304,MALLULA,LOCATION,18860618-714-148116130 (1 of 3).txt,MALLALA,SA,-34.46159271,138.5098021,86
2309,COLAC,LOCATION,18800114-558-150413322 (1 of 1).txt,COOLAC,NSW,-34.94483834,148.1698419,80
2312,MORRIANG,LOCATION,18810127-326-201538926 (3 of 3).txt,MERRIANG,VIC,-36.56439491,146.7008599,88
2318,BALLARAT,LOCATION,18700621-108-61345630 (1 of 1).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
2324,KYNETON,LOCATION,18651220-16-1284241 (3 of 3).txt,KEYNETON,SA,-34.6205037,139.1051959,86
2325,COLAC,LOCATION,18651220-16-1284241 (3 of 3).txt,COOLAC,NSW,-34.94483834,148.1698419,80
2327,HOLLAND,LOCATION,18980113-185-215788078 (2 of 5).txt,TOLLAND,NSW,-35.14364384,147.3630556,86
2329,HILL,LOCATION,18790303-558-150426074 (2 of 3).txt,HALL,ACT,-35.16911577,149.0723233,75
2330,BAROOGA,LOCATION,18971126-436-99416421 (1 of 1).txt,MAROONA,VIC,-37.443889500000004,142.8480208,71
2332,WOODBURN,LOCATION,18570120-13-7143395 (3 of 3).txt,WOODBURY,QLD,-23.04667757,150.6921896,88
2335,ECHUNGA,LOCATION,18930310-714-147625356 (1 of 2).txt,ECHUCA,VIC,-36.18245189,144.71124030000001,67
2337,DEDORANG,LOCATION,18570321-364-118310275 (1 of 2).txt,DEDERANG,VIC,-36.44838434,146.9674992,88
2339,ALBURY,LOCATION,18570321-364-118310275 (1 of 2).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
2348,BRITAIN,LOCATION,18760731-809-200237989 (1 of 1).txt,BRIMBIN,NSW,-31.86563517,152.4907237,71
2349,CAPE,LOCATION,18760731-809-200237989 (1 of 1).txt,COPE,NSW,-32.29757807,149.63366240000002,75
2353,WAPDELL,LOCATION,18901230-275-77421969 (2 of 2).txt,WARDELL,NSW,-28.93908022,153.4381973,86
2357,BALLARAT,LOCATION,18830124-185-202702910 (1 of 1).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
2358,BALLARAT,LOCATION,18830124-185-202702910 (1 of 1).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
2363,RUSSIA,LOCATION,18770206-715-146439688 (1 of 1).txt,ROSSI,NSW,-35.46983882,149.50956169999998,80
2364,RUSSIA,LOCATION,18770206-715-146439688 (1 of 1).txt,ROSSI,NSW,-35.46983882,149.50956169999998,80
2375,BULLAROOK,LOCATION,18690311-185-112883949 (3 of 3).txt,TALLAROOK,VIC,-37.09850405,145.08899430000002,78
2378,BULLAROOK,LOCATION,18690311-185-112883949 (3 of 3).txt,TALLAROOK,VIC,-37.09850405,145.08899430000002,78
2383,MUDGEE,LOCATION,18960114-35-14033182 (8 of 14).txt,BUDGEE,QLD,-27.80289538,152.0069916,83
2384,HOBART,LOCATION,18880414-947-199510195 (1 of 1).txt,MOZART,NSW,-33.81371456,149.8605201,67
2386,EGMONT,LOCATION,18870122-52-71680628 (2 of 2).txt,BELMONT,WA,-31.95563265,115.9223912,83
2388,MELBOURNO,LOCATION,18640224-13-5744668 (1 of 2).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,89
2389,WYVILLE,LOCATION,18950401-650-156690086 (1 of 1).txt,NEVILLE,NSW,-33.66583127,149.211355,71
2394,BULLAROOK,LOCATION,18620226-13-5710682 (3 of 6).txt,TALLAROOK,VIC,-37.09850405,145.08899430000002,78
2395,BULLAROOK,LOCATION,18620226-13-5710682 (3 of 6).txt,TALLAROOK,VIC,-37.09850405,145.08899430000002,78
2400,GOSFORD,LOCATION,18910110-698-163657874 (3 of 12).txt,ORFORD,VIC,-38.23298136,142.10540500000002,83
2404,URAUNA,LOCATION,18720207-366-101093574 (3 of 3).txt,URALLA,NT,-14.49363685,132.2950382,67
2407,PENOLA,LOCATION,18810312-288-94759016 (1 of 1).txt,BENOWA,QLD,-28.01646043,153.3882932,67
2408,PENOLA,LOCATION,18810312-288-94759016 (1 of 1).txt,BENOWA,QLD,-28.01646043,153.3882932,67
2409,EADINA,LOCATION,18781123-966-197719397 (1 of 1).txt,KADINA,SA,-33.9460995,137.71799030000003,83
2410,FALHAM,LOCATION,18801229-966-197749383 (1 of 2).txt,FULHAM,QLD,-27.05404689,152.447959,83
2411,GLENELG,LOCATION,18970521-826-166434739 (1 of 1).txt,GLENELLA,QLD,-21.11354031,149.1411115,86
2422,BAUARAT,LOCATION,18780110-232-211537763 (2 of 6).txt,BAKARA,SA,-34.68757921,139.83535419999998,83
2424,LODDON,LOCATION,18851020-225-72862267 (1 of 1).txt,LOXTON,SA,-34.44128768,140.6077745,67
2428,BALLARAT,LOCATION,18980131-185-215788999 (2 of 3).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
2431,YARRA,LOCATION,18880630-460-142919937 (1 of 2).txt,YERRA,QLD,-25.62718262,152.5210705,80
2432,KOROIF,LOCATION,18770224-326-198228152 (1 of 1).txt,KOROIT,VIC,-38.27827343,142.3701488,83
2438,LOVEDY BAY,LOCATION,18931207-1093-208303361 (2 of 3).txt,LOVETT BAY,NSW,-33.63302589,151.27665919999998,80
2440,MENINGIE,LOCATION,18931207-1093-208303361 (2 of 3).txt,MENINDEE,NSW,-32.39258314,142.4175402,75
2441,BAIN,LOCATION,18720203-698-162662715 (3 of 4).txt,NAIN,SA,-34.45191601,138.8781821,75
2445,NECRIM,LOCATION,18980115-41-54517087 (1 of 1).txt,NEARUM,QLD,-25.09074099,151.80991880000002,67
2446,PENRITH,LOCATION,18931028-698-164370095 (1 of 1).txt,PENRICE,SA,-34.48162207,139.04368630000002,71
2447,PICTON,LOCATION,18931028-698-164370095 (1 of 1).txt,WILTON,NSW,-34.24531162,150.6991925,67
2450,MADRAS,LOCATION,18540118-13-4802092 (2 of 2).txt,MARDAN,VIC,-38.47970174,146.10046369999998,67
2452,YARRA,LOCATION,18980304-243-258342343 (2 of 3).txt,YERRA,QLD,-25.62718262,152.5210705,80
2453,YERING,LOCATION,18980304-243-258342343 (2 of 3).txt,DYRRING,NSW,-32.52960721,151.2140259,83
2456,PORTLAND,LOCATION,18510222-364-101734335 (1 of 6).txt,PENTLAND,QLD,-21.78924202,145.9321506,75
2458,BARABOOL,LOCATION,18510222-364-101734335 (1 of 6).txt,BARRABOOL,VIC,-38.17034308,144.2498534,88
2466,BALLARAT,LOCATION,18860108-1297-237242783 (7 of 12).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
2467,BALLARAT,LOCATION,18860108-1297-237242783 (7 of 12).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
2468,CIUNES,LOCATION,18860108-1297-237242783 (7 of 12).txt,NINNES,SA,-33.97172313,138.03554590000002,67
2469,EAGLCHAWK,LOCATION,18910211-806-187985666 (1 of 1).txt,EAGLEHAWK,VIC,-36.72405858,144.25827560000002,89
2475,GALATEA,LOCATION,18690227-821-158935897 (1 of 1).txt,YALATA,SA,-31.48069575,131.8416444,83
2482,BAZAAR,LOCATION,18701217-412-104088682 (2 of 2).txt,BAKARA,SA,-34.68757921,139.83535419999998,67
2483,BOREE CREEK,LOCATION,18701217-412-104088682 (2 of 2).txt,HORSE CREEK,QLD,-23.66823007,150.37050480000002,82
2484,KEEHAN,LOCATION,18900215-742-150330770 (1 of 1).txt,ZEEHAN,TAS,-41.89137733,145.3514743,83
2486,ELWICK,LOCATION,18900215-742-150330770 (1 of 1).txt,HOWICK,WA,-33.72485756,122.7516777,67
2495,BARADINE,LOCATION,18910218-508-114313323 (1 of 1).txt,PARADISE,TAS,-41.424242299999996,146.31157869999998,75
2500,WOORAGEE,LOCATION,18820221-326-200456227 (2 of 3).txt,WOORREE,WA,-28.77246443,114.65405190000001,71
2501,CARDIGAN,LOCATION,18650318-103-63170016 (3 of 23).txt,BARIGAN,NSW,-32.51266711,149.9824445,86
2505,CAPE,LOCATION,18750213-232-191560535 (3 of 3).txt,COPE,NSW,-32.29757807,149.63366240000002,75
2511,ALBURY,LOCATION,18880119-35-13677116 (1 of 1).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
2514,KIAMA,LOCATION,18880119-35-13677116 (1 of 1).txt,KIOMA,QLD,-28.19692831,149.8305796,80
2517,KIAMA,LOCATION,18810101-276-77152360 (1 of 1).txt,KIOMA,QLD,-28.19692831,149.8305796,80
2521,ALBURY,LOCATION,18900214-204-69562608 (1 of 1).txt,AUBURN,QLD,-26.13030279,150.65171940000002,67
2524,OLIEWTON,LOCATION,18750122-582-197553019 (1 of 8).txt,ORIELTON,TAS,-42.73711406,147.5125274,75
2525,RUSSIA,LOCATION,18980208-1495-255606237 (3 of 3).txt,ROSSI,NSW,-35.46983882,149.50956169999998,80
2531,MUDGEE,LOCATION,18711230-1605-258898129 (1 of 1).txt,BUDGEE,QLD,-27.80289538,152.0069916,83
2532,MUDGEE,LOCATION,18711230-1605-258898129 (1 of 1).txt,BUDGEE,QLD,-27.80289538,152.0069916,83
2538,MOUNT HELEN,LOCATION,18600127-582-199048514 (3 of 5).txt,MOUNT HALLEN,QLD,-27.33993267,152.35122980000003,82
2540,GLENELG,LOCATION,18840119-821-160092251 (3 of 3).txt,GLENELLA,QLD,-21.11354031,149.1411115,86
2543,BALLARAT,LOCATION,18570107-582-202635431 (1 of 2).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
2553,AUCKLAND,LOCATION,18980208-53-44205960 (5 of 6).txt,BUCKLAND,QLD,-24.51798909,147.7493236,88
2555,OHOWTON,LOCATION,18630105-1190-244406810 (4 of 5).txt,HORTON,QLD,-25.22684041,152.3179997,83
2557,WOOLHARA,LOCATION,18751002-1190-244175026 (1 of 1).txt,WOOLGAR,QLD,-19.92968214,143.15208090000002,86
2560,TRUNGLEY,LOCATION,18880324-698-164362035 (5 of 6).txt,BRUNGLE,NSW,-35.15030653,148.2280733,86
2561,TRUNGLEY,LOCATION,18880324-698-164362035 (5 of 6).txt,BRUNGLE,NSW,-35.15030653,148.2280733,86
2562,KILDCARY,LOCATION,18880324-698-164362035 (5 of 6).txt,KILLCARE,NSW,-33.52482365,151.36113600000002,75
2566,STIEGLITZ,LOCATION,18630105-189-72553918 (1 of 6).txt,STEIGLITZ,QLD,-27.744351799999997,153.35413369999998,89
2568,COLAC,LOCATION,18630105-189-72553918 (1 of 6).txt,COOLAC,NSW,-34.94483834,148.1698419,80
2569,INVERLEIGH,LOCATION,18630105-189-72553918 (1 of 6).txt,ANDERLEIGH,QLD,-26.01794618,152.7035073,80
2573,BALLARAT,LOCATION,18880206-185-209212615 (1 of 1).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
2575,BALLARAT,LOCATION,18880206-185-209212615 (1 of 1).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
2580,MELBONRNE,LOCATION,18811123-840-175546375 (1 of 1).txt,MELBOURNE,VIC,-37.81351305,144.96908249999998,89
2586,BALLARAT,LOCATION,18770209-558-148703911 (1 of 2).txt,BELLARA,QLD,-27.059337300000003,153.15314080000002,86
2587,FORTSEA,LOCATION,18770209-558-148703911 (1 of 2).txt,FORSTER,NSW,-32.19160049,152.5191719,71
2588,BANGAREE,LOCATION,18790109-232-232165296 (1 of 1).txt,BUNGAREE,TAS,-39.77824815,143.86470690000002,88
2592,GREEUVALE,LOCATION,18820216-558-150631044 (1 of 1).txt,GREENVALE,QLD,-19.20007668,145.44082450000002,89
